City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,seabra,-12.4186,-41.7703,289.63,78,4,1.31,BR,1675832666
363,saint-joseph,-21.3667,55.6167,301.36,77,81,5.89,RE,1675832667
364,ta khmau,11.4833,104.95,306.18,49,40,2.06,KH,1675832668
365,gloversville,43.0528,-74.3438,277.34,93,100,0.0,US,1675832669
366,gigmoto,13.7796,124.39,300.48,74,95,6.09,PH,1675832670
367,rumoi,43.9344,141.6428,271.06,59,100,6.84,JP,1675832671
368,mbandaka,0.0487,18.2603,294.58,78,43,0.85,CD,1675832672
369,manama,26.2154,50.5832,293.11,63,98,6.17,BH,1675832618
370,predivinsk,57.0669,93.4378,266.25,90,100,3.6,RU,1675832672
371,mikhaylovka,50.06,43.2379,259.7,92,6,5.37,RU,1675832673
372,oistins,13.0667,-59.5333,297.2,88,75,9.26,BB,1675832673
373,khorixas,-20.3667,14.9667,291.13,51,36,1.26,NA,1675832674
374,san patricio,28.017,-97.5169,295.2,93,94,4.51,US,1675832675
375,pasni,25.2631,63.471,295.28,54,20,2.04,PK,1675832675
376,birin,26.8865,88.0718,288.38,40,6,2.83,NP,1675832676
377,port augusta,-32.5,137.7667,309.24,13,0,5.77,AU,1675832565
378,hlobyne,49.3878,33.2596,264.65,82,6,4.59,UA,1675832676
379,adrar,20.5022,-10.0711,286.61,26,81,5.43,MR,1675832677
380,moroni,-11.7022,43.2551,300.25,78,100,2.08,KM,1675832677
381,pontianak,-0.0333,109.3333,304.14,62,40,1.54,ID,1675832482
382,iquitos,-3.7481,-73.2472,297.17,94,75,1.54,PE,1675832678
383,gizo,-8.103,156.8419,301.93,75,100,6.13,SB,1675832679
384,stanghelle,60.5528,5.7357,279.61,98,97,2.48,NO,1675832679
385,chimore,-16.9833,-65.1333,295.08,99,100,0.61,BO,1675832680
386,qingyuan,23.7,113.0333,295.14,85,100,0.63,CN,1675832507
387,sobolevo,54.4299,31.8996,258.08,99,68,2.06,RU,1675832680
388,visnes,59.3556,5.2242,280.18,87,100,6.17,NO,1675832681
389,awjilah,29.1081,21.2869,281.92,62,80,2.69,LY,1675832681
390,berasia,23.6333,77.4333,295.07,26,0,2.14,IN,1675832682
391,mount gambier,-37.8333,140.7667,295.63,48,11,5.68,AU,1675832682
392,khor,47.8861,134.9464,254.92,76,4,4.45,RU,1675832683
393,zavetnoye,47.1194,43.8903,265.65,75,100,9.86,RU,1675832683
394,kirillov,59.863,38.3813,267.37,93,100,3.77,RU,1675832683
395,mehamn,71.0357,27.8492,273.12,64,0,13.38,NO,1675832684
396,eden,36.4885,-79.7667,284.51,53,0,2.06,US,1675832404
397,mariahu,25.6167,82.6167,294.13,40,0,3.48,IN,1675832684
398,elk plain,47.0532,-122.3976,279.08,91,40,6.69,US,1675832684
399,socorro,31.6546,-106.3033,278.81,54,40,0.0,US,1675832685
400,bechem,7.0903,-2.025,294.4,97,89,0.92,GH,1675832685
401,ambilobe,-13.2,49.05,297.54,90,100,0.76,MG,1675832686
402,mindelo,16.8901,-24.9804,292.9,56,75,9.26,CV,1675832686
403,shabo,46.1326,30.386,270.92,64,100,9.31,UA,1675832686
404,la ronge,55.1001,-105.2842,271.29,46,0,4.12,CA,1675832686
405,hamilton,39.1834,-84.5333,283.5,86,100,1.34,US,1675832448
406,aguimes,27.9054,-15.4461,286.5,63,20,4.12,ES,1675832687
407,abu dhabi,24.4667,54.3667,295.35,80,0,1.03,AE,1675832403
408,chicama,-7.8447,-79.1469,294.45,76,60,1.77,PE,1675832688
409,cabedelo,-6.9811,-34.8339,297.52,77,99,3.96,BR,1675832534
410,suamico,44.6319,-88.0393,273.25,78,0,1.34,US,1675832688
411,shimoda,34.6667,138.95,285.35,74,63,4.15,JP,1675832688
412,margate,51.3813,1.3862,277.19,68,42,1.59,GB,1675832554
413,gazli,40.1333,63.45,282.79,53,100,4.18,UZ,1675832689
414,hailar,49.2,119.7,255.82,91,93,1.49,CN,1675832689
415,grindavik,63.8424,-22.4338,270.12,74,75,12.35,IS,1675832689
416,hobyo,5.3505,48.5268,299.34,64,91,7.15,SO,1675832690
417,olinda,-8.0089,-34.8553,297.0,73,20,0.0,BR,1675832390
418,auki,-8.7676,160.7034,302.97,65,84,2.74,SB,1675832690
419,ulladulla,-35.35,150.4667,293.59,76,100,0.49,AU,1675832691
420,sao filipe,14.8961,-24.4956,293.19,69,30,4.28,CV,1675832691
421,makokou,0.5738,12.8642,293.79,97,89,1.07,GA,1675832691
422,aswan,24.0934,32.907,282.76,49,0,3.09,EG,1675832692
423,guarapari,-20.6667,-40.4975,298.65,94,100,1.03,BR,1675832692
424,hidalgotitlan,17.7833,-94.6333,293.82,94,0,1.85,MX,1675832692
425,walla walla,46.0646,-118.343,280.85,76,100,10.73,US,1675832591
426,severnoye,56.3491,78.3619,255.64,96,92,2.21,RU,1675832693
427,omboue,-1.5746,9.2618,298.14,89,100,2.23,GA,1675832693
428,norman wells,65.282,-126.8329,249.17,77,75,2.06,CA,1675832693
429,balezino,57.9796,53.0106,258.89,95,99,4.54,RU,1675832694
430,kant,27.8,79.8,292.77,36,0,4.52,IN,1675832694
431,jalu,29.0331,21.5482,281.66,62,83,2.46,LY,1675832568
432,kidal,18.4411,1.4078,295.93,15,88,4.32,ML,1675832694
433,gayny,60.3071,54.3241,262.35,94,100,3.78,RU,1675832695
434,lubango,-14.9172,13.4925,287.25,79,96,0.99,AO,1675832695
435,muros,42.7762,-9.0603,277.64,81,24,6.88,ES,1675832695
436,farafangana,-22.8167,47.8333,297.22,88,100,1.69,MG,1675832696
437,rio gallegos,-51.6226,-69.2181,287.18,72,0,8.75,AR,1675832696
438,presidencia roque saenz pena,-26.7852,-60.4388,300.49,38,40,2.76,AR,1675832696
439,ocean city,39.2776,-74.5746,279.32,87,100,1.79,US,1675832443
440,kantunilkin,21.0917,-87.45,294.01,99,8,1.49,MX,1675832697
441,blagoveshchenka,52.8333,79.8667,256.02,96,96,2.24,RU,1675832697
442,malpe,13.35,74.7167,302.76,45,78,0.46,IN,1675832698
443,caravelas,-17.7125,-39.2481,297.39,85,42,2.76,BR,1675832698
444,edson,53.5835,-116.4356,272.23,93,100,2.06,CA,1675832437
445,southbridge,42.0751,-72.0334,274.41,95,100,0.89,US,1675832698
446,aksay,47.26,39.87,268.29,78,55,6.71,RU,1675832699
447,alice springs,-23.7,133.8833,308.9,26,40,5.66,AU,1675832567
448,belmonte,-15.8631,-38.8828,297.86,80,15,3.0,BR,1675832699
449,bansang,13.4333,-14.65,295.03,21,13,1.83,GM,1675832699
450,ilebo,-4.3167,20.5833,294.38,96,100,0.3,CD,1675832700
451,fortuna,40.5982,-124.1573,280.92,92,40,0.0,US,1675832700
452,aksarka,66.5606,67.7975,259.32,94,100,9.35,RU,1675832701
453,santa fe,-31.6333,-60.7,300.94,58,0,0.89,AR,1675832529
454,plettenberg bay,-34.0527,23.3716,292.36,84,99,2.58,ZA,1675832702
455,alta floresta,-9.8756,-56.0861,294.81,97,97,0.7,BR,1675832702
456,kudahuvadhoo,2.6708,72.8944,300.11,71,36,3.23,MV,1675832703
457,altamira,-3.2033,-52.2064,295.37,99,99,1.15,BR,1675832604
458,zambezi,-13.5432,23.1047,290.28,97,100,2.24,ZM,1675832705
459,chulman,56.8479,124.9104,248.61,86,100,3.38,RU,1675832705
460,skovorodino,53.9833,123.9167,256.64,76,57,1.81,RU,1675832706
461,biak,-0.9131,122.8766,299.2,76,100,3.22,ID,1675832707
462,auray,47.6703,-2.9918,277.45,83,94,4.03,FR,1675832707
463,carballo,43.213,-8.691,279.14,68,26,1.86,ES,1675832708
464,nabire,-3.3667,135.4833,300.0,77,100,1.03,ID,1675832710
465,mandalgovi,45.7625,106.2708,265.15,66,97,4.23,MN,1675832711
466,tautira,-17.7333,-149.15,299.94,62,6,2.46,PF,1675832712
467,ucluelet,48.9329,-125.5528,278.58,75,56,5.93,CA,1675832442
468,bulungu,-4.55,18.6,294.29,85,95,1.0,CD,1675832714
469,dzaoudzi,-12.7887,45.2699,301.09,83,20,3.09,YT,1675832715
470,yantal,56.8471,105.2542,264.77,89,100,2.48,RU,1675832715
471,pincher creek,49.4833,-113.952,275.31,74,0,12.86,CA,1675832676
472,voh,-20.9667,164.7,299.54,89,100,1.8,NC,1675832716
473,prado,-17.3411,-39.2208,296.99,87,19,2.95,BR,1675832717
474,padang,-0.9492,100.3543,303.18,59,91,2.2,ID,1675832446
475,pacific grove,36.6177,-121.9166,283.92,92,0,4.12,US,1675832544
476,dunedin,-45.8742,170.5036,289.1,48,53,7.7,NZ,1675832480
477,birao,10.2849,22.7882,293.16,21,10,5.32,CF,1675832719
478,aranos,-24.1333,19.1167,294.02,71,72,2.68,NA,1675832719
479,tilichiki,60.4667,166.1,243.62,90,56,4.38,RU,1675832720
480,sioux lookout,50.1001,-91.917,265.19,73,20,3.6,CA,1675832442
481,saint-leu,-21.15,55.2833,301.63,71,91,2.29,RE,1675832721
482,qaqortoq,60.7167,-46.0333,248.3,67,22,4.11,GL,1675832722
483,the valley,18.217,-63.0578,298.2,76,0,9.03,AI,1675832648
484,kropotkin,45.4375,40.5756,266.75,93,100,6.42,RU,1675832723
485,tigil,57.8,158.6667,252.53,93,100,4.36,RU,1675832723
486,sokolo,14.7328,-6.1219,296.02,15,38,6.63,ML,1675832723
487,bubaque,11.2833,-15.8333,297.23,59,5,4.86,GW,1675832724
488,kieta,-6.2167,155.6333,302.67,67,38,3.1,PG,1675832725
489,conceicao do mato dentro,-19.0372,-43.425,292.11,97,100,0.5,BR,1675832725
490,tomatlan,19.9333,-105.25,290.89,89,0,1.35,MX,1675832727
491,darasun,51.6667,114.0,261.57,72,73,0.73,RU,1675832727
492,lorengau,-2.0226,147.2712,299.19,90,100,8.07,PG,1675832727
493,purranque,-40.9167,-73.1667,286.78,99,9,1.19,CL,1675832728
494,flinders,-34.5833,150.8552,295.47,89,100,1.79,AU,1675832729
495,gimli,50.6336,-96.9907,265.16,93,46,1.54,CA,1675832729
496,teya,60.3778,92.6267,263.08,89,100,2.74,RU,1675832730
497,manaure,11.7751,-72.4445,297.78,77,0,6.79,CO,1675832731
498,kunming,25.0389,102.7183,289.11,31,0,11.0,CN,1675832731
499,necochea,-38.5473,-58.7368,295.24,75,11,5.92,AR,1675832732
500,sidney,-33.8679,151.2073,300.16,70,47,3.13,AU,1675832537
501,gebze,40.8028,29.4307,275.96,86,75,3.09,TR,1675832733
502,shurugwi,-19.6702,30.0059,291.3,71,1,1.68,ZW,1675832733
503,urrao,6.3152,-76.1342,286.91,95,77,0.15,CO,1675832734
504,nome,64.5011,-165.4064,249.19,84,0,1.54,US,1675832735
505,progreso,21.2833,-89.6667,297.1,77,3,5.72,MX,1675832735
506,shizunai,42.3339,142.3669,271.57,56,93,4.48,JP,1675832735
507,el alto,-4.2714,-81.2147,296.69,77,72,4.78,PE,1675832736
508,felanitx,39.4696,3.1483,283.29,75,97,9.06,ES,1675832736
509,anajatuba,-3.2644,-44.6197,295.71,98,100,1.06,BR,1675832737
510,young,-32.6833,-57.6333,296.72,40,0,3.63,UY,1675832737
511,zyryanka,65.75,150.85,241.14,91,100,1.86,RU,1675832738
512,puri,19.8,85.85,300.44,63,28,4.98,IN,1675832739
513,vangaindrano,-23.35,47.6,297.68,85,99,1.24,MG,1675832739
514,lianran,24.9227,102.485,289.45,19,0,6.11,CN,1675832739
515,puerto del rosario,28.5004,-13.8627,286.01,71,0,2.57,ES,1675832734
516,santa cruz de tenerife,28.4682,-16.2546,289.1,91,100,2.57,ES,1675832452
517,jind,29.3167,76.3167,292.37,30,5,2.9,IN,1675832741
518,bari,41.1177,16.8512,279.75,53,0,7.2,IT,1675832741
519,encruzilhada,-15.5314,-40.9094,290.62,98,11,1.12,BR,1675832742
520,moundou,8.5667,16.0833,294.68,21,10,1.41,TD,1675832742
521,hokitika,-42.7167,170.9667,290.28,55,29,7.64,NZ,1675832667
522,antalaha,-14.9003,50.2788,299.34,78,77,1.94,MG,1675832743
523,valparaiso,-33.0393,-71.6273,289.95,88,100,4.12,CL,1675832628
524,rudnichnyy,59.617,52.4703,262.46,94,100,4.28,RU,1675832743
525,dalbandin,28.8947,64.4101,292.52,25,80,2.28,PK,1675832744
526,chumikan,54.7183,135.315,248.99,75,59,5.89,RU,1675832744
527,beyneu,45.3167,55.2,269.98,60,100,10.19,KZ,1675832744
528,nikki,9.9401,3.2108,295.38,19,85,1.94,BJ,1675832745
529,nouadhibou,20.931,-17.0347,288.14,67,0,8.75,MR,1675832745
530,midyat,37.4247,41.3393,272.75,89,94,3.32,TR,1675832746
531,mount isa,-20.7333,139.5,308.02,43,75,3.09,AU,1675832746
532,marawi,7.9986,124.2928,298.96,61,78,3.65,PH,1675832746
533,port lincoln,-34.7333,135.8667,297.92,51,46,4.78,AU,1675832747
534,kepala batas,5.5171,100.4265,305.12,66,20,3.13,MY,1675832747
535,solnechnyy,50.7214,136.6319,253.7,76,91,2.83,RU,1675832747
536,jaisalmer,26.9147,70.9181,297.31,14,2,5.33,IN,1675832748
537,el jicaro,14.9167,-89.9,293.77,95,16,1.1,GT,1675832748
538,iracoubo,5.4802,-53.2011,297.13,91,74,4.46,GF,1675832748
539,barre,44.197,-72.5021,276.75,68,99,3.16,US,1675832500
540,emerald,-23.5333,148.1667,306.16,29,19,5.37,AU,1675832594
541,sibut,5.718,19.0739,294.39,20,9,1.36,CF,1675832749
542,zuwarah,32.9312,12.082,285.61,66,100,8.19,LY,1675832749
543,muncar,-8.4333,114.3333,302.16,67,99,1.0,ID,1675832750
544,nalut,30.3333,10.85,286.43,40,97,4.51,LY,1675832750
545,fujin,47.26,132.0322,258.85,81,13,2.66,CN,1675832751
546,bereda,43.2686,-7.5406,275.05,99,24,1.02,ES,1675832751
547,petatlan,17.5167,-101.2667,294.91,78,0,1.47,MX,1675832751
548,novomikhaylovskiy,44.2581,38.8578,270.77,78,100,10.25,RU,1675832752
549,beloha,-25.1667,45.05,297.93,67,100,3.3,MG,1675832752
550,lata,40.1629,-8.3327,281.99,83,42,3.91,PT,1675832752
551,aklavik,68.2191,-135.0107,244.36,96,100,3.32,CA,1675832753
552,topolobampo,25.6,-109.05,289.37,63,72,8.87,MX,1675832753
553,satis,54.9229,43.2298,254.32,100,100,1.79,RU,1675832753
554,dingalan,15.3897,121.3929,300.24,75,97,4.73,PH,1675832754
555,puerto colombia,10.9878,-74.9547,299.2,79,1,13.73,CO,1675832754
556,kavaratti,10.5669,72.642,299.94,71,95,5.77,IN,1675832755
557,yarada,17.65,83.2667,301.33,69,20,1.54,IN,1675832755
558,xam nua,20.4197,104.0439,301.0,38,18,2.25,LA,1675832755
559,iskateley,67.6803,53.1512,273.77,80,85,10.12,RU,1675832756
560,mbuji-mayi,-6.15,23.6,293.42,93,100,1.12,CD,1675832756
561,mbuji-mayi,-6.15,23.6,293.42,93,100,1.12,CD,1675832756
